No.	NAME	Eta_alpha_A	Eta_epsi_A	Eta_betaS_A	Eta_beta_A	Eta_C_A	Eta_F	Eta_F_A	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_4	Eta_epsi_5	Eta_D_epsiB	Eta_D_epsiD	Eta_D_psiA	Eta_D_psiB	Eta_D_beta	Eta_D_beta_A
24	50267498	0.4635	0.6043	0.6429	1.25	0.9163	47.6638	1.1349	0.263	0.9207	0.0219	0.1541	0.3288	0	0	0.0365	0.8651	0.5422	0.8394	0.0621	0.0257	0.1782	0	-1.5	-0.0357
25	50267499	0.4643	0.5979	0.6395	1.2326	0.9546	48.0427	1.1173	0.2565	0.8827	0.0205	0.1503	0.3205	0	0	0.0357	0.8612	0.5389	0.8363	0.059	0.0249	0.1748	0	-2	-0.0465
26	50267501	0.4652	0.5921	0.6364	1.2159	0.9639	48.1768	1.0949	0.2511	0.9207	0.0209	0.1466	0.3127	0	0	0.0348	0.8576	0.5359	0.8333	0.0562	0.0242	0.1716	0	-2.5	-0.0568
27	50267500	0.4659	0.5866	0.6333	1.2	1.0008	48.4984	1.0777	0.2451	0.8827	0.0196	0.1431	0.3052	0	0	0.0341	0.8541	0.533	0.8305	0.0536	0.0236	0.1685	0	-3	-0.0667
28	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
29	50267503	0.465	0.6066	0.6474	1.2885	0.8606	45.0685	1.1556	0.2766	0.8314	0.0213	0.1471	0.3254	0	0	0.035	0.8581	0.5392	0.8442	0.0674	0.014	0.1722	0	-0.25	-0.0064
30	50267504	0.4658	0.5995	0.6438	1.2688	0.8987	45.5071	1.1377	0.2692	0.7934	0.0198	0.1431	0.3166	0	0	0.0342	0.8542	0.5358	0.8407	0.0637	0.0135	0.1686	0	-0.75	-0.0188
31	50267505	0.4626	0.6111	0.6524	1.2744	0.8929	48.2059	1.1758	0.2753	0.8827	0.0215	0.167	0.3374	0	0	0.0374	0.8691	0.5456	0.8556	0.0655	0.0136	0.1817	0	-1.25	-0.0305
32	50267506	0.4635	0.6043	0.6488	1.256	0.9317	48.6605	1.1586	0.2683	0.8447	0.0201	0.1627	0.3288	0	0	0.0365	0.8651	0.5422	0.8519	0.0621	0.0131	0.1782	0	-1.75	-0.0417
33	50267511	0.4658	0.5995	0.6438	1.2688	0.8863	45.3801	1.1345	0.2698	0.8314	0.0208	0.1431	0.3166	0	0	0.0342	0.8542	0.5358	0.8407	0.0637	0.0135	0.1686	0	-0.75	-0.0188
34	50267512	0.4667	0.5931	0.6402	1.25	0.9237	45.775	1.1165	0.2628	0.7934	0.0194	0.1394	0.3084	0	0	0.0333	0.8504	0.5326	0.8373	0.0604	0.0131	0.1652	0	-1.25	-0.0305
35	50267514	0.4635	0.6043	0.6488	1.256	0.9176	48.4752	1.1542	0.2688	0.8827	0.021	0.1627	0.3288	0	0	0.0365	0.8651	0.5422	0.8519	0.0621	0.0131	0.1782	0	-1.75	-0.0417
36	50267550	0.4643	0.5979	0.6453	1.2384	0.9558	48.8861	1.1369	0.2622	0.8447	0.0196	0.1586	0.3205	0	0	0.0357	0.8612	0.5389	0.8485	0.059	0.0128	0.1748	0	-2.25	-0.0523
37	50267551	0.4667	0.5931	0.6402	1.25	0.9114	45.6776	1.1141	0.2632	0.8314	0.0203	0.1394	0.3084	0	0	0.0333	0.8504	0.5326	0.8373	0.0604	0.0131	0.1652	0	-1.25	-0.0305
38	50267552	0.4675	0.5871	0.6369	1.2321	0.9481	46.0363	1.0961	0.2565	0.7934	0.0189	0.1358	0.3005	0	0	0.0325	0.8468	0.5297	0.8341	0.0574	0.0127	0.162	0	-1.75	-0.0417
39	50267553	0.4643	0.5979	0.6453	1.2384	0.9417	48.7373	1.1334	0.2626	0.8827	0.0205	0.1586	0.3205	0	0	0.0357	0.8612	0.5389	0.8485	0.059	0.0128	0.1748	0	-2.25	-0.0523
40	50267491	0.4652	0.5921	0.642	1.2216	0.9792	49.1121	1.1162	0.2562	0.8447	0.0192	0.1547	0.3127	0	0	0.0348	0.8576	0.5359	0.8452	0.0562	0.0124	0.1716	0	-2.75	-0.0625
41	50267513	0.4682	0.5815	0.6337	1.2151	0.9596	46.2388	1.0753	0.251	0.8314	0.0193	0.1325	0.293	0	0	0.0318	0.8434	0.5269	0.8311	0.0547	0.0124	0.1589	0	-2.25	-0.0523
42	50267502	0.4689	0.5764	0.6307	1.1989	0.9948	46.5406	1.0577	0.2449	0.7934	0.018	0.1292	0.2859	0	0	0.0311	0.8402	0.5242	0.8281	0.0521	0.012	0.1558	0	-2.75	-0.0625
43	50272619	0.4833	0.54	0.6528	1.2639	0.9918	32.1914	0.8942	0.2258	0.7222	0.0201	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
44	50272620	0.4833	0.54	0.6528	1.2639	0.9777	31.8888	0.8858	0.2254	0.739	0.0205	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
45	50272627	0.4833	0.54	0.6528	1.2639	0.9944	32.2415	0.8956	0.2259	0.7222	0.0201	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
46	50272610	0.4781	0.5498	0.6579	1.1974	1.0352	34.6381	0.9115	0.2219	0.8115	0.0214	0.0679	0.3468	0	0	0.0219	0.793	0.5059	0.7569	0.0439	0.0361	0.1111	0	-4.5	-0.1184
47	50272685	0.4853	0.5261	0.6544	1.2132	1.0062	28.16	0.8282	0.2181	0.654	0.0192	0.0242	0.3212	0	0	0.0147	0.7588	0.4835	0.7216	0.0426	0.0372	0.0745	0	-3.25	-0.0956
48	50272735	0.4815	0.5352	0.6597	1.2014	1.0318	30.8965	0.8582	0.2195	0.7222	0.0201	0.0519	0.3346	0	0	0.0185	0.7769	0.4929	0.7402	0.0423	0.0367	0.0942	0	-4.25	-0.1181
49	50272736	0.4857	0.5222	0.65	1.1929	1.0497	28.81	0.8231	0.213	0.7602	0.0217	0.0529	0.3412	0	0	0.0143	0.7571	0.4818	0.7211	0.0404	0.0361	0.0725	0	-3.75	-0.1071
50	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
51	50199522	0.4796	0.5435	0.6111	0.9722	1.0028	11.256	0.6253	0.1813	0.6301	0.035	0.2008	0.3475	0.0579	0	0.0204	0.787	0.4992	0.7175	0.0443	0.0696	0.1046	0	-4.5	-0.25
52	50272628	0.4793	0.5604	0.6554	1.2905	0.9647	36.1446	0.9769	0.236	0.8115	0.0219	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
53	50272629	0.4793	0.5604	0.6554	1.2905	0.9509	35.8146	0.968	0.2356	0.8283	0.0224	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
54	50272630	0.4793	0.5604	0.6554	1.2905	0.9528	35.8598	0.9692	0.2356	0.8283	0.0224	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
55	50272631	0.4793	0.5604	0.6554	1.2905	0.9672	36.1992	0.9784	0.236	0.8115	0.0219	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
56	50272632	0.4829	0.5448	0.6571	1.2857	0.9603	31.6116	0.9032	0.2323	0.7222	0.0206	0.0473	0.3432	0	0	0.0171	0.7686	0.4976	0.7316	0.0472	0.037	0.0857	0	-1	-0.0286
57	50272633	0.4838	0.5356	0.6486	1.2432	1.0311	32.8714	0.8884	0.2197	0.7222	0.0195	0.0447	0.324	0	0	0.0162	0.7649	0.4933	0.73	0.0424	0.0349	0.0815	0	-2	-0.0541
58	50272680	0.4803	0.5502	0.6538	1.2564	1.0424	36.8751	0.9455	0.2276	0.8283	0.0212	0.0658	0.3363	0	0	0.0197	0.7812	0.5062	0.7577	0.044	0.0235	0.0991	0	-2	-0.0513
59	50272681	0.4824	0.55	0.6618	1.3088	0.941	31.914	0.9386	0.2391	0.7222	0.0212	0.0488	0.3537	0	0	0.0176	0.7706	0.5	0.7324	0.05	0.0382	0.088	0	-0.5	-0.0147
60	50272682	0.4829	0.5448	0.6571	1.2857	0.9682	32.0745	0.9164	0.2323	0.7222	0.0206	0.0473	0.3432	0	0	0.0171	0.7686	0.4976	0.7316	0.0472	0.037	0.0857	0	-1	-0.0286
61	50272610	0.4781	0.5498	0.6579	1.1974	1.0352	34.6381	0.9115	0.2219	0.8115	0.0214	0.0679	0.3468	0	0	0.0219	0.793	0.5059	0.7569	0.0439	0.0361	0.1111	0	-4.5	-0.1184
62	50272735	0.4815	0.5352	0.6597	1.2014	1.0318	30.8965	0.8582	0.2195	0.7222	0.0201	0.0519	0.3346	0	0	0.0185	0.7769	0.4929	0.7402	0.0423	0.0367	0.0942	0	-4.25	-0.1181
63	50272736	0.4857	0.5222	0.65	1.1929	1.0497	28.81	0.8231	0.213	0.7602	0.0217	0.0529	0.3412	0	0	0.0143	0.7571	0.4818	0.7211	0.0404	0.0361	0.0725	0	-3.75	-0.1071
64	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
65	50199522	0.4796	0.5435	0.6111	0.9722	1.0028	11.256	0.6253	0.1813	0.6301	0.035	0.2008	0.3475	0.0579	0	0.0204	0.787	0.4992	0.7175	0.0443	0.0696	0.1046	0	-4.5	-0.25
66	50272619	0.4833	0.54	0.6528	1.2639	0.9918	32.1914	0.8942	0.2258	0.7222	0.0201	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
67	50272618	0.4833	0.54	0.6528	1.2639	0.9797	31.9301	0.8869	0.2254	0.739	0.0205	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
68	50272627	0.4833	0.54	0.6528	1.2639	0.9944	32.2415	0.8956	0.2259	0.7222	0.0201	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
69	50272628	0.4793	0.5604	0.6554	1.2905	0.9647	36.1446	0.9769	0.236	0.8115	0.0219	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
70	50272630	0.4793	0.5604	0.6554	1.2905	0.9528	35.8598	0.9692	0.2356	0.8283	0.0224	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
71	50272631	0.4793	0.5604	0.6554	1.2905	0.9672	36.1992	0.9784	0.236	0.8115	0.0219	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
72	50272633	0.4838	0.5356	0.6486	1.2432	1.0311	32.8714	0.8884	0.2197	0.7222	0.0195	0.0447	0.324	0	0	0.0162	0.7649	0.4933	0.73	0.0424	0.0349	0.0815	0	-2	-0.0541
73	50272680	0.4803	0.5502	0.6538	1.2564	1.0424	36.8751	0.9455	0.2276	0.8283	0.0212	0.0658	0.3363	0	0	0.0197	0.7812	0.5062	0.7577	0.044	0.0235	0.0991	0	-2	-0.0513
74	50272681	0.4824	0.55	0.6618	1.3088	0.941	31.914	0.9386	0.2391	0.7222	0.0212	0.0488	0.3537	0	0	0.0176	0.7706	0.5	0.7324	0.05	0.0382	0.088	0	-0.5	-0.0147
75	50272685	0.4853	0.5261	0.6544	1.2132	1.0062	28.16	0.8282	0.2181	0.654	0.0192	0.0242	0.3212	0	0	0.0147	0.7588	0.4835	0.7216	0.0426	0.0372	0.0745	0	-3.25	-0.0956
76	50151982	0.4747	0.5789	0.6591	1.2955	0.8668	30.8897	0.9361	0.2488	0.7423	0.0225	0.0723	0.3383	0	0	0.0253	0.8071	0.5202	0.7648	0.0587	0.0423	0.1258	0	-0.75	-0.0227
77	50272620	0.4833	0.54	0.6528	1.2639	0.9777	31.8888	0.8858	0.2254	0.739	0.0205	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
78	50272629	0.4793	0.5604	0.6554	1.2905	0.9509	35.8146	0.968	0.2356	0.8283	0.0224	0.0639	0.3553	0	0	0.0207	0.7856	0.5114	0.7492	0.049	0.0364	0.1039	0	-0.75	-0.0203
79	50272632	0.4829	0.5448	0.6571	1.2857	0.9603	31.6116	0.9032	0.2323	0.7222	0.0206	0.0473	0.3432	0	0	0.0171	0.7686	0.4976	0.7316	0.0472	0.037	0.0857	0	-1	-0.0286
80	50272682	0.4829	0.5448	0.6571	1.2857	0.9682	32.0745	0.9164	0.2323	0.7222	0.0206	0.0473	0.3432	0	0	0.0171	0.7686	0.4976	0.7316	0.0472	0.037	0.0857	0	-1	-0.0286
81	50272618	0.4833	0.54	0.6528	1.2639	0.9797	31.9301	0.8869	0.2254	0.739	0.0205	0.046	0.3333	0	0	0.0167	0.7667	0.4953	0.7308	0.0447	0.0359	0.0836	0	-1.5	-0.0417
82	50451933	0.4741	0.5484	0.6181	1.0764	1.0382	28.6379	0.7955	0.1981	0.6015	0.0167	0.0684	0.2578	0	0	0.0259	0.8176	0.5094	0.8036	0.0391	0.014	0.1342	0	-5.75	-0.1597
83	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
84	50451936	0.4775	0.5404	0.6176	1.1029	1.0161	26.9059	0.7914	0.1998	0.6395	0.0188	0.0821	0.271	0	0	0.0225	0.802	0.5008	0.802	0.0396	0	0.1186	0	-4.5	-0.1324
85	50451937	0.4725	0.5585	0.625	1.1103	0.9869	28.239	0.8306	0.2097	0.6015	0.0177	0.0726	0.2739	0	0	0.0275	0.8245	0.5149	0.8095	0.0436	0.015	0.1409	0	-4.75	-0.1397
86	50451938	0.476	0.5503	0.625	1.1406	0.9621	26.4809	0.8275	0.2123	0.6395	0.02	0.0875	0.2888	0	0	0.024	0.8083	0.5059	0.8083	0.0443	0	0.1251	0	-3.5	-0.1094
87	50451948	0.4753	0.5559	0.629	1.1613	0.9336	26.2534	0.8469	0.2191	0.6395	0.0206	0.0905	0.2986	0	0	0.0247	0.8118	0.5088	0.8118	0.0471	0	0.1286	0	-3	-0.0968
88	50025480	0.4583	0.655	0.6458	1.375	0.693	26.1072	1.0878	0.2935	0.6056	0.0252	0.197	0.4091	0	0	0.0417	0.8917	0.563	0.868	0.092	0.0237	0.2	0	2	0.0833
89	50049402	0.4621	0.6509	0.6364	1.4091	0.6324	23.0111	1.046	0.2975	0.5543	0.0252	0.1639	0.3934	0	0	0.0379	0.8742	0.5527	0.8493	0.0983	0.025	0.1854	0	3	0.1364
90	50451949	0.4717	0.5641	0.6288	1.1288	0.9598	28.0287	0.8494	0.2161	0.6015	0.0182	0.0749	0.2827	0	0	0.0283	0.8283	0.5179	0.8127	0.0462	0.0155	0.1445	0	-4.25	-0.1288
91	50451950	0.4733	0.5532	0.6214	1.0929	1.013	28.442	0.8126	0.2037	0.6015	0.0172	0.0704	0.2656	0	0	0.0267	0.821	0.512	0.8065	0.0412	0.0145	0.1374	0	-5.25	-0.15
92	85573	0.4667	0.6458	0.625	1.45	0.5727	20.1142	1.0057	0.3022	0.503	0.0251	0.125	0.375	0	0	0.0333	0.8533	0.5406	0.827	0.1053	0.0263	0.1671	0	4	0.2
93	50451961	0.4768	0.5451	0.6212	1.1212	0.9896	26.6982	0.809	0.2058	0.6395	0.0194	0.0847	0.2797	0	0	0.0232	0.8051	0.5033	0.8051	0.0418	0	0.1218	0	-4	-0.1212
94	50284329	0.4859	0.5641	0.6731	1.1923	0.8503	22.262	0.8562	0.2332	0.4303	0.0165	0.1847	0.2216	0	0	0.0141	0.8179	0.5282	0.781	0.0358	0.037	0.12	0	-4	-0.1538
95	50284331	0.4853	0.5722	0.68	1.22	0.7977	21.5731	0.8629	0.2451	0.4683	0.0187	0.1923	0.2308	0	0	0.0147	0.8227	0.5333	0.784	0.0389	0.0387	0.124	0	-3.5	-0.14
96	50284335	0.4841	0.5921	0.6957	1.2826	0.7225	20.9746	0.9119	0.2653	0.4683	0.0204	0.2096	0.2515	0	0	0.0159	0.8333	0.5453	0.7907	0.0467	0.0427	0.1331	0	-2.5	-0.1087
97	50284333	0.4874	0.5821	0.6724	1.3448	0.7523	29.1904	1.0066	0.2766	0.4986	0.0172	0.1297	0.2335	0	0	0.0126	0.8057	0.5222	0.7731	0.0598	0.0326	0.1091	0	0	0
98	50284336	0.4847	0.5815	0.6875	1.25	0.7607	21.288	0.887	0.2553	0.4683	0.0195	0.2006	0.2407	0	0	0.0153	0.8278	0.539	0.7872	0.0425	0.0406	0.1284	0	-3	-0.125
99	50199522	0.4796	0.5435	0.6111	0.9722	1.0028	11.256	0.6253	0.1813	0.6301	0.035	0.2008	0.3475	0.0579	0	0.0204	0.787	0.4992	0.7175	0.0443	0.0696	0.1046	0	-4.5	-0.25
100	50284430	0.4853	0.5722	0.68	1.22	0.8132	21.828	0.8731	0.2425	0.4303	0.0172	0.1923	0.2308	0	0	0.0147	0.8227	0.5333	0.784	0.0389	0.0387	0.124	0	-3.5	-0.14
101	50284424	0.4821	0.6014	0.6827	1.3173	0.7441	24.7616	0.9524	0.2659	0.4303	0.0165	0.1782	0.2234	0	0	0.0179	0.8333	0.5568	0.7952	0.0447	0.0381	0.1355	0	-1.25	-0.0481
102	50284433	0.4833	0.6043	0.6932	1.3068	0.6792	19.6678	0.894	0.2697	0.3621	0.0165	0.1724	0.2257	0	0	0.0167	0.8394	0.5525	0.7747	0.0518	0.0647	0.1382	0	-1.75	-0.0795
103	50284339	0.4847	0.5815	0.6875	1.25	0.7738	21.3355	0.889	0.2535	0.4303	0.0179	0.2006	0.2407	0	0	0.0153	0.8278	0.539	0.7872	0.0425	0.0406	0.1284	0	-3	-0.125
104	50284334	0.4787	0.6144	0.69	1.29	0.7489	24.3148	0.9726	0.267	0.5576	0.0223	0.2228	0.2758	0	0	0.0213	0.8533	0.566	0.8123	0.0484	0.041	0.1531	0	-2.25	-0.09
105	50284332	0.4813	0.6132	0.69	1.35	0.7073	24.4747	0.979	0.2755	0.4303	0.0172	0.1856	0.2327	0	0	0.0187	0.8387	0.5641	0.7988	0.0491	0.0399	0.1401	0	-0.75	-0.03
106	50284431	0.4853	0.597	0.68	1.3	0.7248	24.0366	0.9615	0.2711	0.4303	0.0172	0.1923	0.2308	0	0	0.0147	0.8227	0.5333	0.784	0.0636	0.0387	0.124	0	-1.5	-0.06
107	50284434	0.4841	0.5921	0.6848	1.2717	0.7186	20.0546	0.8719	0.259	0.3621	0.0157	0.1647	0.2156	0	0	0.0159	0.8333	0.5453	0.7718	0.0467	0.0615	0.1331	0	-2.25	-0.0978
108	50284337	0.4853	0.5722	0.68	1.22	0.8103	21.5966	0.8639	0.2444	0.4303	0.0172	0.1923	0.2308	0	0	0.0147	0.8227	0.5333	0.784	0.0389	0.0387	0.124	0	-3.5	-0.14
109	50284432	0.4847	0.5815	0.6771	1.2396	0.757	20.3917	0.8497	0.2483	0.3621	0.0151	0.1576	0.2063	0	0	0.0153	0.8278	0.539	0.7691	0.0425	0.0586	0.1284	0	-2.75	-0.1146
110	50284338	0.4827	0.5797	0.713	1.213	0.8211	23.5488	0.8722	0.2458	0.4986	0.0185	0.1407	0.2455	0	0	0.0173	0.8284	0.5418	0.792	0.0379	0.0364	0.1313	0	-5.75	-0.213
111	50199522	0.4796	0.5435	0.6111	0.9722	1.0028	11.256	0.6253	0.1813	0.6301	0.035	0.2008	0.3475	0.0579	0	0.0204	0.787	0.4992	0.7175	0.0443	0.0696	0.1046	0	-4.5	-0.25
112	50169856	0.4711	0.5644	0.6583	1.1583	0.9584	27.4749	0.9158	0.2338	0.7633	0.0254	0.1651	0.375	0	0	0.0289	0.8289	0.5204	0.8289	0.0441	0	0.1456	0	-4.75	-0.1583
113	50248848	0.4778	0.55	0.6296	1.1667	0.9122	22.5149	0.8339	0.2246	0.5846	0.0217	0.1034	0.3411	0	0	0.0222	0.8	0.5045	0.8	0.0455	0	0.1168	0	-2.5	-0.0926
114	50248747	0.4778	0.5596	0.6296	1.2222	0.8359	24.1309	0.8937	0.2435	0.5846	0.0217	0.1034	0.3411	0	0	0.0222	0.8	0.5045	0.8	0.0551	0	0.1168	0	-1	-0.037
115	50169866	0.4701	0.5713	0.6638	1.181	0.8797	26.419	0.911	0.2428	0.6908	0.0238	0.1345	0.3521	0	0	0.0299	0.8333	0.5242	0.8333	0.0472	0	0.1499	0	-4.25	-0.1466
116	50169855	0.4736	0.5598	0.6379	1.1552	0.9661	25.192	0.8687	0.2208	0.6571	0.0227	0.1335	0.3568	0	0	0.0264	0.8195	0.5152	0.8195	0.0445	0	0.1362	0	-3.5	-0.1207
117	50248712	0.4769	0.5569	0.6154	1.2308	0.8247	24.3369	0.936	0.2552	0.6224	0.0239	0.1882	0.3548	0	0	0.0231	0.8038	0.5015	0.8038	0.0553	0	0.1207	0	0	0
118	50169860	0.4705	0.5719	0.6346	1.2115	0.857	24.5181	0.943	0.2492	0.7329	0.0282	0.2316	0.4005	0	0	0.0295	0.8333	0.5201	0.8333	0.0518	0	0.1494	0	-1.5	-0.0577
119	50169867	0.4693	0.5806	0.64	1.24	0.802	23.8667	0.9547	0.2603	0.6604	0.0264	0.1989	0.375	0	0	0.0307	0.8387	0.5244	0.8387	0.0561	0	0.1544	0	-1	-0.04
120	50248784	0.476	0.554	0.62	1.2	0.8473	22.3522	0.8941	0.2457	0.6604	0.0264	0.1961	0.3697	0	0	0.024	0.808	0.5048	0.808	0.0492	0	0.1249	0	-1	-0.04
121	50169850	0.4716	0.5744	0.6481	1.2037	0.8482	23.799	0.8814	0.2382	0.5846	0.0217	0.1047	0.3455	0	0	0.0284	0.8284	0.5229	0.8284	0.0514	0	0.1447	0	-2.5	-0.0926
122	50169868	0.4716	0.5744	0.6481	1.2037	0.8588	23.9549	0.8872	0.2382	0.5846	0.0217	0.1047	0.3455	0	0	0.0284	0.8284	0.5229	0.8284	0.0514	0	0.1447	0	-2.5	-0.0926
123	50248880	0.4786	0.5439	0.625	1.1429	0.9378	22.8251	0.8152	0.2166	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
124	50248849	0.4778	0.55	0.6296	1.1667	0.9003	22.3934	0.8294	0.2246	0.5846	0.0217	0.1034	0.3411	0	0	0.0222	0.8	0.5045	0.8	0.0455	0	0.1168	0	-2.5	-0.0926
125	50248819	0.4778	0.5411	0.6111	1.1481	0.9369	22.821	0.8452	0.2262	0.5844	0.0216	0.1809	0.3411	0	0	0.0222	0.8	0.4985	0.8	0.0425	0	0.1168	0	-2	-0.0741
126	50248816	0.4769	0.5472	0.6154	1.1731	0.8911	22.6099	0.8696	0.2356	0.6224	0.0239	0.1882	0.3548	0	0	0.0231	0.8038	0.5015	0.8038	0.0456	0	0.1207	0	-1.5	-0.0577
127	50248815	0.4769	0.5472	0.6154	1.1731	0.9029	22.7388	0.8746	0.2356	0.6224	0.0239	0.1882	0.3548	0	0	0.0231	0.8038	0.5015	0.8038	0.0456	0	0.1207	0	-1.5	-0.0577
128	50248783	0.476	0.554	0.62	1.2	0.8576	22.4761	0.899	0.2457	0.6604	0.0264	0.1961	0.3697	0	0	0.024	0.808	0.5048	0.808	0.0492	0	0.1249	0	-1	-0.04
129	50248780	0.4786	0.5527	0.625	1.1964	0.886	24.771	0.8847	0.2348	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0513	0	0.1131	0	-1.5	-0.0536
130	50248746	0.4778	0.5596	0.6296	1.2222	0.8464	24.2902	0.8996	0.2435	0.5846	0.0217	0.1034	0.3411	0	0	0.0222	0.8	0.5045	0.8	0.0551	0	0.1168	0	-1	-0.037
131	50248657	0.4769	0.5569	0.6154	1.2308	0.8351	24.5024	0.9424	0.2552	0.6224	0.0239	0.1882	0.3548	0	0	0.0231	0.8038	0.5015	0.8038	0.0553	0	0.1207	0	0	0
132	50248637	0.476	0.5646	0.62	1.26	0.7799	24.0387	0.9615	0.2661	0.6604	0.0264	0.1961	0.3697	0	0	0.024	0.808	0.5048	0.808	0.0597	0	0.1249	0	0.5	0.02
133	50169862	0.4701	0.5713	0.6638	1.181	0.8912	26.632	0.9183	0.2428	0.6908	0.0238	0.1345	0.3521	0	0	0.0299	0.8333	0.5242	0.8333	0.0472	0	0.1499	0	-4.25	-0.1466
134	50169852	0.4678	0.5827	0.6552	1.1724	0.9069	26.3048	0.9071	0.2379	0.6571	0.0227	0.1351	0.3612	0	0	0.0322	0.846	0.5328	0.846	0.0499	0	0.161	0	-4	-0.1379
135	50169851	0.4678	0.5827	0.6552	1.1724	0.92	26.5282	0.9148	0.2379	0.6571	0.0227	0.1351	0.3612	0	0	0.0322	0.846	0.5328	0.846	0.0499	0	0.161	0	-4	-0.1379
136	50169849	0.4667	0.5912	0.6607	1.1964	0.853	25.6929	0.9176	0.2475	0.5846	0.0209	0.102	0.3367	0	0	0.0333	0.8512	0.5374	0.8512	0.0538	0	0.1657	0	-3.5	-0.125
137	50169865	0.4736	0.5598	0.6379	1.1552	0.9522	24.9891	0.8617	0.2208	0.6571	0.0227	0.1335	0.3568	0	0	0.0264	0.8195	0.5152	0.8195	0.0445	0	0.1362	0	-3.5	-0.1207
138	50169872	0.4726	0.5667	0.6429	1.1786	0.8981	24.4305	0.8725	0.2297	0.5846	0.0209	0.1008	0.3325	0	0	0.0274	0.8238	0.5189	0.8238	0.0478	0	0.1403	0	-3	-0.1071
139	50169871	0.4726	0.5667	0.6429	1.1786	0.9131	24.5354	0.8763	0.2286	0.6571	0.0235	0.1385	0.3703	0	0	0.0274	0.8238	0.5189	0.8238	0.0478	0	0.1403	0	-3	-0.1071
140	50169859	0.4726	0.5573	0.625	1.1607	0.9521	24.9825	0.8922	0.2302	0.6569	0.0235	0.2141	0.3703	0	0	0.0274	0.8238	0.5126	0.8238	0.0447	0	0.1403	0	-2.5	-0.0893
141	50169857	0.4716	0.5642	0.6296	1.1852	0.8839	24.2524	0.8982	0.2398	0.5844	0.0216	0.1832	0.3455	0	0	0.0284	0.8284	0.5162	0.8284	0.048	0	0.1447	0	-2	-0.0741
142	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
143	50169851	0.4678	0.5827	0.6552	1.1724	0.92	26.5282	0.9148	0.2379	0.6571	0.0227	0.1351	0.3612	0	0	0.0322	0.846	0.5328	0.846	0.0499	0	0.161	0	-4	-0.1379
